"id","symbol","open","high","low","close","timeframe","priceDateTime","createdAt","updatedAt"
19129891,GOLDM#,1928.54,1930.58,1926.67,1927.31,H1,2022-03-03 02:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129892,GOLDM#,1927.36,1927.44,1923.71,1924.51,H1,2022-03-03 03:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129893,GOLDM#,1924.48,1926.44,1921.94,1925.1,H1,2022-03-03 04:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129894,GOLDM#,1925.12,1929.49,1924.91,1927.56,H1,2022-03-03 05:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129895,GOLDM#,1927.62,1932.28,1925.02,1932.07,H1,2022-03-03 06:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129896,GOLDM#,1932.09,1935.05,1928.32,1931.87,H1,2022-03-03 07:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129897,GOLDM#,1931.88,1931.88,1923.59,1929.08,H1,2022-03-03 08:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129898,GOLDM#,1929.07,1935.37,1929.07,1933.81,H1,2022-03-03 09:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129899,GOLDM#,1933.83,1938.66,1932.26,1932.37,H1,2022-03-03 10:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129900,GOLDM#,1932.33,1936,1929.54,1930.49,H1,2022-03-03 11:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129901,GOLDM#,1930.5,1937.2,1924.33,1926.11,H1,2022-03-03 12:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129902,GOLDM#,1926.07,1932.04,1924.43,1926.71,H1,2022-03-03 13:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129903,GOLDM#,1926.66,1930.44,1925.53,1926.21,H1,2022-03-03 14:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129904,GOLDM#,1926.26,1930.89,1923.27,1930.47,H1,2022-03-03 15:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129905,GOLDM#,1930.44,1932.57,1927.51,1931.86,H1,2022-03-03 16:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129906,GOLDM#,1931.86,1935.2,1931.25,1934.05,H1,2022-03-03 17:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129907,GOLDM#,1934.08,1935.69,1932.19,1935.22,H1,2022-03-03 18:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129908,GOLDM#,1935.24,1941.23,1934.85,1936.84,H1,2022-03-03 19:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129909,GOLDM#,1936.7,1938.3,1935.46,1936.19,H1,2022-03-03 20:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129910,GOLDM#,1935.86,1937.04,1934.77,1934.83,H1,2022-03-03 22:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129911,GOLDM#,1934.84,1950.87,1934.71,1947.14,H1,2022-03-03 23:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129912,GOLDM#,1947.18,1947.41,1929.62,1933.74,H1,2022-03-04 00:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129913,GOLDM#,1933.72,1940.11,1933.47,1939.2,H1,2022-03-04 01:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129914,GOLDM#,1939.19,1941.22,1937.89,1939.54,H1,2022-03-04 02:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129915,GOLDM#,1939.48,1940.56,1938.1,1939.03,H1,2022-03-04 03:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129916,GOLDM#,1939.07,1940.19,1934.58,1935.46,H1,2022-03-04 04:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129917,GOLDM#,1935.5,1937.81,1934.02,1935.9,H1,2022-03-04 05:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129918,GOLDM#,1935.84,1939.14,1935.25,1936.09,H1,2022-03-04 06:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129919,GOLDM#,1936.14,1940.22,1933.93,1938.63,H1,2022-03-04 07:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129920,GOLDM#,1938.7,1946.15,1938.19,1945.68,H1,2022-03-04 08:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129921,GOLDM#,1945.77,1947.81,1942.4,1947.14,H1,2022-03-04 09:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129922,GOLDM#,1947.12,1948.94,1944.2,1946.31,H1,2022-03-04 10:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129923,GOLDM#,1946.32,1949.93,1943.87,1945.62,H1,2022-03-04 11:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129924,GOLDM#,1945.58,1948.2,1939.87,1946.89,H1,2022-03-04 12:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129925,GOLDM#,1946.89,1959.31,1945.52,1951.91,H1,2022-03-04 13:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129926,GOLDM#,1952.23,1959.07,1942.74,1957.94,H1,2022-03-04 14:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129927,GOLDM#,1957.9,1965.7,1956.65,1962.69,H1,2022-03-04 15:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129928,GOLDM#,1962.67,1965.35,1960.05,1962.05,H1,2022-03-04 16:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129929,GOLDM#,1962.06,1966.48,1960.76,1965.07,H1,2022-03-04 17:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129930,GOLDM#,1965.19,1969.99,1964.49,1967.09,H1,2022-03-04 18:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129931,GOLDM#,1967.1,1970.17,1965.22,1967.43,H1,2022-03-04 19:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129932,GOLDM#,1967.36,1970.61,1965.5,1970.56,H1,2022-03-04 20:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129933,GOLDM#,1978.12,1991.42,1974.56,1988.5,H1,2022-03-06 22:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129934,GOLDM#,1988.8,1990.34,1986.91,1988.01,H1,2022-03-06 23:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129935,GOLDM#,1988.27,2000.96,1987.99,1997.78,H1,2022-03-07 00:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129936,GOLDM#,1997.85,1998.16,1986.84,1986.98,H1,2022-03-07 01:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129937,GOLDM#,1987,1990.49,1984.93,1989.98,H1,2022-03-07 02:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129938,GOLDM#,1989.99,1991.44,1987.43,1989.63,H1,2022-03-07 03:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129939,GOLDM#,1989.62,1989.93,1983.27,1983.66,H1,2022-03-07 04:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129940,GOLDM#,1983.66,1985.2,1976.21,1983.22,H1,2022-03-07 05:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129941,GOLDM#,1983.13,1993.23,1979.27,1992.96,H1,2022-03-07 06:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129942,GOLDM#,1993,1998.55,1989.13,1996.55,H1,2022-03-07 07:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129943,GOLDM#,1996.57,2001.44,1993.54,1997.93,H1,2022-03-07 08:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129944,GOLDM#,1997.95,2002.52,1995.61,2002.25,H1,2022-03-07 09:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129945,GOLDM#,2002.26,2002.26,1985.66,1990.18,H1,2022-03-07 10:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129946,GOLDM#,1990.13,1990.16,1981.7,1984.03,H1,2022-03-07 11:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129947,GOLDM#,1983.99,1987.8,1960.96,1979.11,H1,2022-03-07 12:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129948,GOLDM#,1979.08,1985.58,1967.73,1984.46,H1,2022-03-07 13:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129949,GOLDM#,1984.48,1991.42,1976.98,1980.84,H1,2022-03-07 14:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129950,GOLDM#,1980.83,1983.2,1974.85,1979.43,H1,2022-03-07 15:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129951,GOLDM#,1979.63,1986.09,1978.5,1984.21,H1,2022-03-07 16:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129952,GOLDM#,1984.13,1996.33,1983.61,1992.31,H1,2022-03-07 17:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129953,GOLDM#,1992.31,1997.32,1991.03,1995.93,H1,2022-03-07 18:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129954,GOLDM#,1995.92,1999.04,1992.19,1996.63,H1,2022-03-07 19:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129955,GOLDM#,1996.23,1999.81,1995.69,1997.49,H1,2022-03-07 20:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129956,GOLDM#,1996.78,1999.39,1996.3,1998.72,H1,2022-03-07 22:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129957,GOLDM#,1998.72,1999.97,1990.72,1991.94,H1,2022-03-07 23:00:00.000,2026-05-20 16:28:35.405,2026-05-20 16:28:35.405
19129958,GOLDM#,1991.95,1992.54,1980.97,1984.98,H1,2022-03-08 00:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129959,GOLDM#,1984.99,1989.97,1984.57,1989.12,H1,2022-03-08 01:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129960,GOLDM#,1989.12,1990.12,1984.65,1985.94,H1,2022-03-08 02:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129961,GOLDM#,1985.94,1991.26,1985.52,1991.08,H1,2022-03-08 03:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129962,GOLDM#,1991.09,1994.24,1989.11,1993.94,H1,2022-03-08 04:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129963,GOLDM#,1993.94,2020.72,1993.21,2016.86,H1,2022-03-08 05:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129964,GOLDM#,2016.92,2020.88,2012.87,2016.17,H1,2022-03-08 06:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129965,GOLDM#,2015.32,2020.07,1999.18,2008.62,H1,2022-03-08 07:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129966,GOLDM#,2008.63,2011.6,2006.03,2006.19,H1,2022-03-08 08:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129967,GOLDM#,2006.18,2009.5,2002.78,2005.94,H1,2022-03-08 09:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129968,GOLDM#,2005.85,2010.9,2004.31,2009.13,H1,2022-03-08 10:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129969,GOLDM#,2009.08,2015.6,2006.07,2007.21,H1,2022-03-08 11:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129970,GOLDM#,2007.37,2020.24,2003.49,2014.96,H1,2022-03-08 12:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129971,GOLDM#,2014.98,2041.36,2013.81,2039.75,H1,2022-03-08 13:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129972,GOLDM#,2039.82,2069.67,2039.53,2047.22,H1,2022-03-08 14:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129973,GOLDM#,2047.26,2070.46,2044.19,2069.45,H1,2022-03-08 15:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129974,GOLDM#,2069.5,2070,2021.17,2029.84,H1,2022-03-08 16:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129975,GOLDM#,2029.84,2053.04,2022.22,2044.3,H1,2022-03-08 17:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129976,GOLDM#,2044.23,2047.44,2028.7,2039.35,H1,2022-03-08 18:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129977,GOLDM#,2039.43,2053.07,2032.37,2050.94,H1,2022-03-08 19:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129978,GOLDM#,2051.27,2054.09,2049.49,2049.74,H1,2022-03-08 20:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129979,GOLDM#,2051.31,2052.37,2042.73,2043.74,H1,2022-03-08 22:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129980,GOLDM#,2043.84,2046.54,2035.06,2038.62,H1,2022-03-08 23:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129981,GOLDM#,2038.72,2045.66,2036.21,2041.84,H1,2022-03-09 00:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129982,GOLDM#,2041.89,2055.13,2040.31,2052.54,H1,2022-03-09 01:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129983,GOLDM#,2052.57,2057.49,2050.36,2056.89,H1,2022-03-09 02:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129984,GOLDM#,2056.89,2059.19,2051.28,2051.65,H1,2022-03-09 03:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129985,GOLDM#,2051.62,2057.24,2044.92,2048.01,H1,2022-03-09 04:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129986,GOLDM#,2048.01,2052.35,2047.43,2049.06,H1,2022-03-09 05:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129987,GOLDM#,2049.07,2050,2038.27,2045.77,H1,2022-03-09 06:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129988,GOLDM#,2045.48,2049.27,2042.06,2042.18,H1,2022-03-09 07:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129989,GOLDM#,2042.31,2042.34,2014.62,2017.74,H1,2022-03-09 08:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129990,GOLDM#,2017.76,2019.05,2004.17,2014.76,H1,2022-03-09 09:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129991,GOLDM#,2014.45,2016.42,2007.8,2011.6,H1,2022-03-09 10:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129992,GOLDM#,2011.61,2021.38,2009.2,2009.26,H1,2022-03-09 11:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129993,GOLDM#,2009.44,2009.45,1985.14,1989.79,H1,2022-03-09 12:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129994,GOLDM#,1990.08,1997.71,1976.09,1986.65,H1,2022-03-09 13:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129995,GOLDM#,1986.59,1997.63,1985.67,1995.96,H1,2022-03-09 14:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129996,GOLDM#,1996,2005.54,1991.86,2001.36,H1,2022-03-09 15:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129997,GOLDM#,2001.36,2003.19,1983.42,1985.5,H1,2022-03-09 16:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129998,GOLDM#,1985.53,1988.94,1980.61,1983.52,H1,2022-03-09 17:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19129999,GOLDM#,1983.31,1990.47,1979.45,1989.51,H1,2022-03-09 18:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130000,GOLDM#,1989.51,1995.72,1986.84,1991.03,H1,2022-03-09 19:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130001,GOLDM#,1991.09,1999.14,1989.68,1991.68,H1,2022-03-09 20:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130002,GOLDM#,1988.92,1993.5,1988.44,1989.85,H1,2022-03-09 22:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130003,GOLDM#,1989.81,1990.03,1981.87,1983.59,H1,2022-03-09 23:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130004,GOLDM#,1983.45,1983.9,1970.53,1974.67,H1,2022-03-10 00:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130005,GOLDM#,1974.63,1976.71,1970.89,1974.65,H1,2022-03-10 01:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130006,GOLDM#,1974.66,1979.1,1972.79,1976.39,H1,2022-03-10 02:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130007,GOLDM#,1976.42,1979.6,1975.5,1977.7,H1,2022-03-10 03:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130008,GOLDM#,1977.71,1984.17,1977.26,1980.77,H1,2022-03-10 04:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130009,GOLDM#,1980.75,1988.95,1980.39,1983.18,H1,2022-03-10 05:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130010,GOLDM#,1983.13,1983.13,1974.35,1975.35,H1,2022-03-10 06:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130011,GOLDM#,1975.52,1988.12,1974.8,1983.82,H1,2022-03-10 07:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130012,GOLDM#,1983.83,1987.31,1976.66,1985.71,H1,2022-03-10 08:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130013,GOLDM#,1985.89,2000.22,1983.68,1999.59,H1,2022-03-10 09:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130014,GOLDM#,1999.6,2007.87,1998.91,2005.15,H1,2022-03-10 10:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130015,GOLDM#,2005.23,2009.14,1999,2002.98,H1,2022-03-10 11:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130016,GOLDM#,2002.97,2008.98,1991.71,1996.45,H1,2022-03-10 12:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130017,GOLDM#,1996.37,2006.92,1995.29,1997.04,H1,2022-03-10 13:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130018,GOLDM#,1996.86,1999.81,1981.69,1995.1,H1,2022-03-10 14:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130019,GOLDM#,1995.16,1999.59,1990.28,1994.93,H1,2022-03-10 15:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130020,GOLDM#,1994.94,2005.82,1994.86,2003.8,H1,2022-03-10 16:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130021,GOLDM#,2003.79,2005.95,1993.25,1997.76,H1,2022-03-10 17:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130022,GOLDM#,1997.86,1998.13,1993.97,1996.22,H1,2022-03-10 18:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130023,GOLDM#,1996.22,2003.37,1996.12,1997.65,H1,2022-03-10 19:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130024,GOLDM#,1997.73,1998.77,1995.05,1996.63,H1,2022-03-10 20:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130025,GOLDM#,1994.16,1998.93,1993.9,1995.3,H1,2022-03-10 22:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130026,GOLDM#,1995.31,1997.26,1991.37,1992.33,H1,2022-03-10 23:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130027,GOLDM#,1992.29,1995.31,1988.3,1992.37,H1,2022-03-11 00:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130028,GOLDM#,1992.38,1996.41,1991.82,1994.73,H1,2022-03-11 01:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130029,GOLDM#,1994.73,1995.27,1990.51,1990.86,H1,2022-03-11 02:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130030,GOLDM#,1990.87,1991.78,1985.92,1987.95,H1,2022-03-11 03:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130031,GOLDM#,1987.94,1988.86,1980.94,1983.58,H1,2022-03-11 04:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130032,GOLDM#,1983.58,1987.71,1982.92,1986.15,H1,2022-03-11 05:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130033,GOLDM#,1986.09,1992.69,1981.43,1991.57,H1,2022-03-11 06:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130034,GOLDM#,1991.54,1994.87,1987.99,1992.77,H1,2022-03-11 07:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130035,GOLDM#,1992.77,1994.24,1988.64,1989.54,H1,2022-03-11 08:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130036,GOLDM#,1989.54,1993.86,1988.98,1991.5,H1,2022-03-11 09:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130037,GOLDM#,1991.5,1991.97,1969.41,1979.51,H1,2022-03-11 10:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130038,GOLDM#,1979.49,1979.69,1961.86,1975.1,H1,2022-03-11 11:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130039,GOLDM#,1975.01,1977.39,1958.61,1962.08,H1,2022-03-11 12:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130040,GOLDM#,1961.93,1977.13,1959.59,1975.16,H1,2022-03-11 13:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130041,GOLDM#,1975.16,1981.98,1970.38,1980.67,H1,2022-03-11 14:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130042,GOLDM#,1980.71,1988.91,1978.28,1985.72,H1,2022-03-11 15:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130043,GOLDM#,1985.7,1990.07,1984.53,1986.78,H1,2022-03-11 16:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130044,GOLDM#,1986.79,1987.65,1980.33,1985.97,H1,2022-03-11 17:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130045,GOLDM#,1986,1988.08,1983.29,1985.51,H1,2022-03-11 18:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130046,GOLDM#,1985.5,1987.96,1982.1,1982.71,H1,2022-03-11 19:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130047,GOLDM#,1982.61,1988.12,1982.43,1988.1,H1,2022-03-11 20:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130048,GOLDM#,1984.19,1989.85,1970.59,1980.25,H1,2022-03-13 21:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130049,GOLDM#,1980.23,1981,1972.23,1974.19,H1,2022-03-13 22:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130050,GOLDM#,1974.15,1978.77,1970.02,1977.13,H1,2022-03-13 23:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130051,GOLDM#,1977.16,1977.43,1971.44,1974.21,H1,2022-03-14 00:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130052,GOLDM#,1974.21,1975.75,1971.38,1972.61,H1,2022-03-14 01:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130053,GOLDM#,1972.62,1976.53,1971.62,1975.55,H1,2022-03-14 02:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130054,GOLDM#,1975.58,1977.6,1973.93,1977.57,H1,2022-03-14 03:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130055,GOLDM#,1977.61,1978.05,1971.26,1973.33,H1,2022-03-14 04:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130056,GOLDM#,1973.27,1978.58,1972.17,1976.87,H1,2022-03-14 05:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130057,GOLDM#,1976.77,1977.76,1972.77,1972.78,H1,2022-03-14 06:00:00.000,2026-05-20 16:28:35.552,2026-05-20 16:28:35.552
19130058,GOLDM#,1972.75,1973.41,1967.01,1967.5,H1,2022-03-14 07:00:00.000,2026-05-20 16:28:35.698,2026-05-20 16:28:35.698
19130059,GOLDM#,1967.45,1967.6,1959.7,1963.67,H1,2022-03-14 08:00:00.000,2026-05-20 16:28:35.698,2026-05-20 16:28:35.698
19130060,GOLDM#,1963.68,1966.52,1960.12,1961.59,H1,2022-03-14 09:00:00.000,2026-05-20 16:28:35.698,2026-05-20 16:28:35.698
19130061,GOLDM#,1961.63,1967.12,1954.59,1965.32,H1,2022-03-14 10:00:00.000,2026-05-20 16:28:35.698,2026-05-20 16:28:35.698
19130062,GOLDM#,1965.3,1967.93,1960.18,1964.26,H1,2022-03-14 11:00:00.000,2026-05-20 16:28:35.698,2026-05-20 16:28:35.698
19130063,GOLDM#,1964.27,1965.16,1949.62,1958.87,H1,2022-03-14 12:00:00.000,2026-05-20 16:28:35.698,2026-05-20 16:28:35.698
19130064,GOLDM#,1958.84,1961.08,1953.45,1956.06,H1,2022-03-14 13:00:00.000,2026-05-20 16:28:35.698,2026-05-20 16:28:35.698
19130065,GOLDM#,1955.94,1958.82,1952.33,1954.91,H1,2022-03-14 14:00:00.000,2026-05-20 16:28:35.698,2026-05-20 16:28:35.698
19130066,GOLDM#,1954.91,1961.41,1954.26,1961.05,H1,2022-03-14 15:00:00.000,2026-05-20 16:28:35.698,2026-05-20 16:28:35.698
